lat,long
-0.859637,41.6348535
-120.837586,37.4998859
NA,NA
43.06634990000001,40.5838495
68.7857319,38.602117
-93.6463984,42.0301187
-93.6463984,42.0301187
-87.6270059,41.8348731
-73.5749019,45.5047656
12.6368665,43.723217
-82.7730989,34.639034
-94.1514864,45.5486507
-106.6197812,35.0843187
NA,NA
-4.2423927,55.862111
100.5718449,13.8446263
-76.4735027,42.4534492
-75.1929771,39.9499954
-79.39595179999999,43.66090860000001
118.796877,32.060255
-79.4931324,43.7742707
-73.577912799999993,45.4948363
-123.9502439,46.20543
-77.0260654,38.8912662
-72.2559483,41.8104005
-72.24987329999999,41.8096482
-118.3697422,33.9320814
116.3356321,39.9106327
13.5341959,52.4320842
-1.8849169,52.4832516
67.1208175,24.9416958
-89.4124875,43.076592
-120.365894,50.67050620000001
13.0480985,47.7972387
11.5851826,49.9261858
14.2531103,40.8375178
14.2531103,40.8375178
14.2531103,40.8375178
NA,NA
13.9438633,40.746368
-117.421037,47.7551637
-121.7518561,38.542086
-117.2340135,32.8800604
-117.8449331,33.6462425
-72.28379369999999,43.7089836
-82.10138889999999,39.324358
-82.10138889999999,39.324358
-119.8422025,34.4131828
NA,NA
-105.908634,35.700306
-79.3988725,43.6635542
-111.9329515,33.4200638
-70.6711607,41.5242348
-122.169719,37.4274745
-80.5448576,43.4722854
NA,NA
-118.2875375,34.0579475
-118.285117,34.0223519
-95.44164819999999,30.0163915
-86.90911120000001,40.4522086
-77.0267312,38.88080799999999
-79.9192254,43.260879
114.1179822,22.5380942
118.794931,32.058569
-122.169719,37.4274745
-80.5448576,43.4722854
NA,NA
-118.2875375,34.0579475
-118.285117,34.0223519
-95.44164819999999,30.0163915
-86.90911120000001,40.4522086
-77.0267312,38.88080799999999
-79.9192254,43.260879
114.1179822,22.5380942
116.3356321,39.9106327
-122.169719,37.4274745
-86.90911120000001,40.4522086
-73.9625727,40.8075355
-85.61862289999999,42.28567
-95.4006464,29.7107851
-115.2951005,36.0877889
118.794931,32.058569
-0.4644061,51.5300881
NA,NA
116.682386,40.408141
-96.3116696,41.1889713
114.4518148,30.4472477
10.7217496,59.9399586
-95.3436278,29.7215626
-72.1293578,45.2787348
-73.5436479,45.50232
147.3247504,-42.9041118
131.953183,43.7903746
-84.2571206,33.8869611
-3.7192798,40.4486372
-92.4578916,35.0780939
-63.5940187,44.636336
-63.5940187,44.636336
-96.3337124,30.6090918
-96.3337124,30.6090918
-74.66808329999999,40.3316778
NA,NA
NA,NA
NA,NA
-79.4099624,43.7041701
20.1680736,46.2457013
NA,NA
17.8922044,46.9139495
19.0585445,47.4905698
15.4495241,47.0776328
-89.41117469999999,43.0765434
15.344231,47.3498281
-83.7345223,42.2788651
-83.73659839999999,42.27734239999999
-97.8833427,27.5256262
-96.6717325,40.8285816
-0.1534303,51.5352875
NA,NA
-84.50957939999999,39.1354868
146.7595034,-19.3286381
-95.8766917,36.1329164
-84.3241765,33.8001193
-95.8766917,36.1329164
-123.3116935,48.4634067
-123.381221,48.434138
18.055378,59.3571862
-96.7032639,40.8127308
-96.70168160000001,40.8176438
-83.73563999999999,42.216662
-73.5749019,45.5047656
-74.4388687,40.4808513
-66.6424812,45.9479784
151.111851,-33.7765829
-66.63934379999999,45.9612631
-121.3128577,37.9798869
-96.70047629999999,40.8201966
25.0412414,61.0537524
-1.5037461,52.4071747
6.605243,53.17182649999999
-82.02338639999999,33.4754835
-73.50923399999999,40.778979
11.67728,47.88335
13.8167934,52.8326932
0.427964,51.736605
-73.50923399999999,40.778979
NA,NA
-76.9440122,38.98479529999999
-92.61559179999999,16.7050946
-83.73659839999999,42.27734239999999
-83.7345223,42.2788651
NA,NA
34.801461,31.262218
34.9263533,32.2009578
-121.7520657,38.543524
-95.7629717,39.0183285
NA,NA
-86.1601534,39.9594461
116.3356321,39.9106327
116.3498101,39.9632123
-6.251796,53.34320049999999
2.2639934,48.8476037
-72.1029454,41.55397929999999
13.5341959,52.4320842
-72.1029454,41.55397929999999
-1.8891925,52.4875396
12.6368665,43.723217
-91.7756271,37.9537078
118.055019,36.813546
1.8437837,41.61565909999999
-6.0059778,37.4119846
17.400492,49.11352100000001
NA,NA
14.388887,50.0950918
14.5613347,50.0017023
172.4640507,-43.6451128
14.4234889,50.0871106
-113.9860604,46.8584498
7.438119,46.9504896
8.097216999999999,47.35732900000001
7.3248915,47.3730778
-118.3697422,33.9320814
116.953954,31.458501
68.56495869999999,25.195210199999998
109.949686,19.5663947
-118.3697422,33.9320814
121.406829,31.227667
-84.2872445,46.5010443
13.5341959,52.4320842
-75.3775187,40.6048687
-94.17433199999999,36.0650063
-120.7401385,47.7510741
-120.7401385,47.7510741
-84.3099778,35.9311
-83.37441,33.943993
-83.3735942,33.9442063
-85.7073277,32.4307809
-83.3747076,33.9457987
-86.80140089999999,36.1425227
100.301096,5.357454499999999
12.1918637,10.6116811
-122.9198833,49.2780937
-119.0212195,43.5188875
106.2937228,38.4838299
-113.5263186,53.5232189
-113.5240311,53.5282256
NA,NA
-116.5765035,53.9332706
-123.2459938,49.26060520000001
-123.2488265,49.2604859
-113.9000036,53.53606569999999
-113.5255352,53.5290289
-85.7681921,33.8230953
13.6487593,52.44859049999999
10.1147022,54.3460549
-79.39595179999999,43.66090860000001
9.211751600000001,48.7118737
-73.6324891,40.7522567
24.9457354,60.17532739999999
-73.6324891,40.7522567
-81.4669749,40.9584708
-73.9576799,40.78464839999999
-25.6638011,37.7459979
-9.1553804,38.7565253
-8.3962368,41.5607319
-0.366743,43.313937
8.5482561,45.9238586
-96.7929623,33.2760882
-155.0927196,19.6983268
4.956470899999999,52.3553728
7.0790238,43.6140136
-72.9233497,41.3167876
-86.233384,41.700596
